data_collection_year,geo_level_1,geo_level_2,geo_level_3,geo_level_4,geo_level_5,geo_level_6,geo_level_7,water_point_id,num_families_in_community,families_with_access_to_improved_water,families_without_access_to_improved_water,water_point_type,age_since_original_construction,risk_based_on_age,risk_based_on_current_condition,level_of_service,level_of_priority_to_repair_or_replace,level_of_service_score,alert,components,recommended_activity,remaining_lifespan_of_spring_protection,remaining_lifespan_of_taps,remaining_lifespan_of_well,remaining_lifespan_of_pump,remaining_lifespan_of_apron,state_of_spring_protection,state_of_taps,state_of_well,state_of_pump,state_of_apron,overall_state_of_water_point,water_point_improved,source_protected,number_of_users_meets_govt_standard,adequate_water_quality,adequate_water_quantity,out_of_service_one_day_or_less_in_past_month,water_available_from_point_on_day_of_visit,water_point_in_good_overall_condition,presense_of_spring_protection,year_spring_protection_constructed_or_reconstructed,presense_of_tap,year_taps_constructed_or_reconstructed,presense_of_well,year_well_constructed_or_reconstructed,presense_of_pump,year_pump_constructed_or_reconstructed,presense_of_apron,year_apron_constructed_or_reconstructed,days_out_of_service_in_last_year
2017,Malawi,Chikhwawa,Ngabu,Thonje,Thonje I,,,scf 19,108,108, ,Afridev Handpump,1993,High Risk,Medium Risk,Basic Level of Service,High Priority,5,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,-4,-14,-4, , ,1,2,1,2,1,1,0,1,0,1,1,0, , , , ,1,1993,1,1993,1,1993,0
2017,Malawi,Chikhwawa,Chapananga,Zuze,Ledala,,,Ledala 3,40,40, ,Afridev Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,Malawi,Chikhwawa,Chapananga,Zuze,Kawiriza,,,Kawiriza,70,70, ,Afridev Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,2,1,1,1,0,1,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,Malawi,Chikhwawa,Lundu,Mafale,Sanjama,,,777,136,136, ,Afridev Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,19, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2014,1,2014,1,2016,0
2017,Malawi,Chikhwawa,Ngowe,Mwananjobvu,Jese,,,Jese4,80,80, ,Afridev Handpump,2008,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,11,1,11, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2008,1,2008,1,2008,0
2017,Malawi,Chikhwawa,Katunga,William,Nedi,,,DFID/UNICEF-GOAL MW,180,180, ,Afridev Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,2,1,1,1,1,0,1,1,0, , , , ,1,2015,1,2015,1,2015,0
2017,Malawi,Chikhwawa,Ngabu,Saopa,Kaliza,,, ,87, , ,Unprotected Well, ,No Improved Water Point/System,No Improved Water Point/System,No Improved Water Point/System,New Construction Needed,0,New Construction Needed,,Plan For Investment and Construction, , , , , , , , , , , ,0,0,0,0,0,0,0,0, , , , , , , , , , , 
2017,Malawi,Chikhwawa,Makhwira,Mmodzi,Ulaya,,,777,150,150, ,Afridev Handpump,2011,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,14,4,14, , ,1,1,1,1,1,1,0,1,0,0,1,1, , , , ,1,2011,1,2011,1,2011,8
2017,Malawi,Chikhwawa,Chapananga,Kanzimbi,Tomasi,,,Tomasi Tomasi3,70,70, ,Afridev Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,Malawi,Chikhwawa,Ngabu,Tsabeta,Tsabeta,,,342,146,146, ,Afridev Handpump,2002,High Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well, Pump, Apron",Further Technical Diagnostic Needed , , ,5,-5,5, , ,1,1,2,1,1,1,0,1,0,0,1,1, , , , ,1,2002,1,2002,1,2002,4
2017,Malawi,Chikhwawa,Chapananga,Kunyondo,Kunyondo,,,Kunyondo BH 2,250,235,15,Afridev Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,Malawi,Chikhwawa,Masache,Thendo,Buba,,,4102,260,260, ,Afridev Handpump,1995,High Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well, Pump, Apron",Further Technical Diagnostic Needed , , ,-2,-12,-2, , ,1,1,2,1,1,1,0,1,0,0,1,1, , , , ,1,1995,1,1995,1,1995,90
2017,Malawi,Chikhwawa,Kasisi,Njereza,Mwalija,,,ATE 038,400,400, ,Afridev Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,1,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,Malawi,Chikhwawa,Chapananga,Makande,Mtemera,,,Mtemera,80,80, ,Afridev Handpump,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,1,0,1,1,1, , , , ,1,2013,1,2013,1,2013,0
2017,Malawi,Chikhwawa,Makhwira,Gangu,Bodza,,,RED CROSS 007,26,26, ,Afridev Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,1,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,Malawi,Chikhwawa,Makhwira,Nyangu,Nyangu,,,MASAF 319,623,623, ,Afridev Handpump,2002,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump, Apron",Further Technical Diagnostic Needed , , ,5,-5,5, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2002,1,2002,1,2002,0
2017,Malawi,Chikhwawa,Ngabu,Juwanisi,Kadulira,,,K/J 001,172,172, ,Afridev Handpump,1992,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump, Apron",Further Technical Diagnostic Needed , , ,-5,-15,-5, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,1992,1,1992,1,1992,0
2017,Malawi,Chikhwawa,Ngabu,Jombo,Jombo,,,Jombo 3,1168,1168, ,Afridev Handpump,2008,Medium Risk,Medium Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,11,1,11, , ,2,2,2,2,1,1,1,1,0,0,1,0, , , , ,1,2008,1,2008,1,2008,15
2017,Malawi,Chikhwawa,Chapananga,Sezu,Joshua,,,Joshua,61,61, ,Afridev Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,20, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2014,1,2014,1,2017,0
2017,Malawi,Chikhwawa,Mulilima,Namila,Namila 2,,,China Aid/Namila2,100,100, ,Afridev Handpump,2013,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2013,1,2013,1,2013,0
2017,Malawi,Chikhwawa,Ngabu,Saopa,Matengambiri,,,M/S 07,78,78, ,Afridev Handpump,1998,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump, Apron",Further Technical Diagnostic Needed , , ,1,-9,1, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,1998,1,1998,1,1998,0
2017,Malawi,Chikhwawa,Chapananga,Galonga,Makina,,,GalongaMakina3,60,60, ,Afridev Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,18155,19, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2016,1,20162,1,2016,2
2017,Malawi,Chikhwawa,Chapananga,Galonga,Chagoma,,,Chagoma 3,55,55,55,Afridev Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,1,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,Malawi,Chikhwawa,Ndakwera,Mkanyoza,Mkanyoza,,,Mkanyoza 3,150,150, ,Afridev Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,0,1,1,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,Malawi,Chikhwawa,Chapananga,Saliva Ii,Saliva Ii,,,777,100,100, ,Afridev Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,1,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,Malawi,Chikhwawa,Ngabu,Khokhwa,Phalira,,,nyalugwe,63,63, ,Afridev Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,Malawi,Chikhwawa,Kasisi,Kandeu,Kandeu I,,,Odasi/FWP,200,200, ,Afridev Handpump,2011,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,14,4,14, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2011,1,2011,1,2011,0
2017,Malawi,Chikhwawa,Ndakwera,Mandrade,Mandrade Ii,,,MD 4,240,240, ,Afridev Handpump,1997,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,0,-10,17, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,1997,1,1997,1,2014,0
2017,Malawi,Chikhwawa,Katunga,Mpokonyola,Khumbulani,,,Concern/khumbulani,100,100, ,Afridev Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,7,17, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2015,1,2014,1,2014,0
2017,Malawi,Chikhwawa,Ndakwera,Lazaro,Lazaro,,,Lazaro 2,200,200, ,Afridev Handpump,2002,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,7,Consider Replacing Aging Components,"Well, Pump, Apron",Further Technical Diagnostic Needed , , ,5,-5,5, , ,1,1,1,1,1,1,1,1,0,1,1,1, , , , ,1,2002,1,2002,1,2002,0
2017,Malawi,Chikhwawa,Ngabu,Nkhwangwa,Nkhwangwa,,,nkhwangwa sch,181,181, ,Afridev Handpump,2002,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,5,-5,19, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2002,1,2002,1,2016,0
2017,Malawi,Chikhwawa,Ngabu,Nkumaniza,Nsenzi,,,Nsenzi /N001,33,33,33,Afridev Handpump,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,2,1,1,1,1,1,0,0,1,1, , , , ,1,2013,1,2013,1,2013,6
2017,Malawi,Chikhwawa,Mulilima,Belo,Gomani,,,Mejala/UNICEF,32,32, ,Afridev Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,1,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,Malawi,Chikhwawa,Ngabu,Nkhwangwa,Nzava,,,mzanva,63,63, ,Afridev Handpump,2007,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,10,0,10, , ,1,1,2,1,1,1,0,1,0,1,1,1, , , , ,1,2007,1,2007,1,2007,0
2017,Malawi,Chikhwawa,Makhwira,Nyambalo,Dwanya,,,dwanya bh3,183,183, ,Afridev Handpump,2008,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,11,1,11, , ,1,1,2,1,1,1,0,1,1,1,1,1, , , , ,1,2008,1,2008,1,2008,2
2017,Malawi,Chikhwawa,Chapananga,Misomali,Tchambo,,, ,125,125, ,Afridev Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,Malawi,Chikhwawa,Masache,Lombe,Lombe,,,105,65,65, ,Afridev Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,2,1,1,1,0,1,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,Malawi,Chikhwawa,Ngabu,Jombo,Mponya,,,777,300,300, ,Afridev Handpump,1967,High Risk,Medium Risk,Basic Level of Service,High Priority,4,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,-30,-40,-30, , ,1,1,2,2,1,1,0,1,0,0,1,0, , , , ,1,1967,1,1967,1,1967,39
2017,Malawi,Chikhwawa,Kasisi,Njereza,Chipula,,,S 2432,455,455, ,Afridev Handpump,2007,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,10,0,10, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2007,1,2007,1,2007,0
2017,Malawi,Chikhwawa,Maseya,M'Bande,Namatchula,,,Kamdzeka BH 1,100,100, ,Afridev Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,1,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,Malawi,Chikhwawa,Mulilima,Kajawo,Khumbulani,,,CAVWOC/khumbulani,60,60, ,Afridev Handpump,2009,Medium Risk,High Risk,Inadequate Level of Service,High Priority,2,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,12,2,12, , ,3,3,3,3,1,1,0,0,0,0,0,0, , , , ,1,2009,1,2009,1,2009,603729
2017,Malawi,Chikhwawa,Ngabu,Malamia,Sande,,,DTI/4/98/024,300,300, ,Afridev Handpump,1994,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,7,Consider Replacing Aging Components,"Well, Pump, Apron",Further Technical Diagnostic Needed , , ,-3,3,-3, , ,1,1,1,1,1,1,0,1,1,1,1,1, , , , ,1,1994,1,2010,1,1994,0
2017,Malawi,Chikhwawa,Ngabu,Njovuyalema,Mpakula,,,Mpakula 1,179,179, ,Afridev Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2015,1,2015,1,2015,3
2017,Malawi,Chikhwawa,Maseya,M'Bande,Mwasiya1,,,Mwasiya BH 1,120,120, ,Afridev Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,Malawi,Chikhwawa,Chapananga,Gagatambo,Finiasi,,,Finiasi1,218,218, ,Afridev Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2015,1,2015,1,2015,2
2017,Malawi,Chikhwawa,Chapananga,Chimphepo,Khauni,,,17O,65,65, ,Afridev Handpump,2011,Medium Risk,Medium Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,14,4,14, , ,1,2,2,1,1,1,1,0,0,1,1,1, , , , ,1,2011,1,2011,1,2011,0
2017,Malawi,Chikhwawa,Ngabu,Kholongo,Kholongo,,,Kholongo 3,180,180, ,Afridev Handpump,2001,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,11,8,18, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2008,1,2015,1,2015,0
2017,Malawi,Chikhwawa,Mulilima,Kajawo,Saidi,,,CAVWOC/Saidi,100,100, ,Afridev Handpump,2011,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,14,4,14, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2011,1,2011,1,2011,0
2017,Malawi,Chikhwawa,Katunga,Mpokonyola,Matumula,,,Masaf/Matumula 041,70,70, ,Afridev Handpump,2000,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump, Apron",Further Technical Diagnostic Needed , , ,3,-7,3, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2000,1,2000,1,2000,0
2017,Malawi,Chikhwawa,Chapananga,Sezu,Pakamwasunga,,,Pakamwasunga 2,61,61, ,Afridev Handpump,2014,Low Risk,High Risk,Basic Level of Service,High Priority,3,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,17,7,17, , ,1,1,1,3,1,1,1,0,0,0,0,0, , , , ,1,2014,1,2014,1,2014,12
2017,Malawi,Chikhwawa,Makhwira,Jana,Phali,,,phali 1,254,246,8,River/Stream, ,No Improved Water Point/System,No Improved Water Point/System,No Improved Water Point/System,New Construction Needed,0,New Construction Needed,,Plan For Investment and Construction, , , , , , , , , , , ,0,0,0,0,0,0,0,0, , , , , , , , , , , 
2017,Malawi,Chikhwawa,Ndakwera,Nyampemba,Nyampemba,,,Nyampemba 1,250,250, ,Afridev Handpump,2008,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,11,1,11, , ,1,1,2,1,1,1,0,1,0,1,1,1, , , , ,1,2008,1,2008,1,2008,0
2017,Malawi,Chikhwawa,Masache,Lombe,Belethe,,,777,54,54, ,Afridev Handpump,1995,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,7,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,-2,-12,18, , ,1,1,1,1,1,1,1,1,0,1,1,1, , , , ,1,1995,1,1995,1,2015,0
2017,Malawi,Chikhwawa,Chapananga,Tombondera,Tombondera I,,,Tombondela 1,100,100, ,Afridev Handpump,2010,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,13,3,13, , ,1,1,1,1,1,1,1,1,0,0,1,1, , , , ,1,2010,1,2010,1,2010,6
2017,Malawi,Chikhwawa,Chapananga,Dausi,Dausi,,,777,200,200, ,Afridev Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,0,1,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,Malawi,Chikhwawa,Chapananga,Misomali,Tsiku,,,Tsiku 2,100,100, ,Afridev Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,1,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,Malawi,Chikhwawa,Kasisi,Fombe,Pende Iii,,,RB217,70,70, ,Afridev Handpump,2011,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,14,4,14, , ,1,1,2,1,1,1,0,1,0,1,1,1, , , , ,1,2011,1,2011,1,2011,0
2017,Malawi,Chikhwawa,Lundu,Nkhwazi,Matsukambiya,,,matsuka mbia,1050,1050, ,Afridev Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,Malawi,Chikhwawa,Katunga,Salumeji,Kapasule I,,, ,70,60,10,Afridev Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,Malawi,Chikhwawa,Ngabu,Kalulu,Chidama,,,chidama,36, ,36,Scoophole, ,No Improved Water Point/System,No Improved Water Point/System,No Improved Water Point/System,New Construction Needed,0,New Construction Needed,,Plan For Investment and Construction, , , , , , , , , , , ,0,0,0,0,0,0,0,0, , , , , , , , , , , 
2017,Malawi,Chikhwawa,Maseya,Kalima,Bereu,,,Bereu 1 BH 2,500,500, ,Afridev Handpump,2008,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,11,1,11, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2008,1,2008,1,2008,0
2017,Malawi,Chikhwawa,Chapananga,Misomali,Changadeya,,,Changadeya village,200,200, ,Afridev Handpump,2015,Low Risk,Low Risk,Inadequate Level of Service,Medium Priority,2,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,2,1,1,0,0,0,0,0,0, , , , ,1,2015,1,2015,1,2015,60
2017,Malawi,Chikhwawa,Chapananga,Sila,Lami,,,Lami 5,5000,4000,1000,Afridev Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,Malawi,Chikhwawa,Chapananga,Tombondera,Chipolopolo,,,CHIPOLOPOLO,46,46, ,Afridev Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,18145,18, , ,1,1,1,1,1,1,1,1,0,1,1,1, , , , ,1,2015,1,20152,1,2015,0
2017,Malawi,Chikhwawa,Chapananga,Kanzimbi,Chabwedzeka,,,Chabwedzeka,75,75, ,Afridev Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,Malawi,Chikhwawa,Chapananga,Siyamphanje,Nyamitanzi,,,Nyamitanzi 1,110,110, ,Afridev Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,Malawi,Chikhwawa,Ngabu,Nkhwangwa,Nyaikha,,,nyaikha mosque,82,82, ,Afridev Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,0,1,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,Malawi,Chikhwawa,Ngabu,Chambuluka,Nyangu,,,Nyangu B N0 D T E / MW O87B,45,45,45,Afridev Handpump,2007,Medium Risk,High Risk,Basic Level of Service,High Priority,3,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,10,0,10, , ,3,3,3,3,1,1,1,0,0,0,0,0, , , , ,1,2007,1,2007,1,2007,20
2017,Malawi,Chikhwawa,Lundu,Chipakuza,Chipakuza,,,CU/3,1096,1096, ,Afridev Handpump,1994,High Risk,High Risk,Basic Level of Service,High Priority,4,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,-3,-13,-3, , ,1,2,3,2,1,1,0,1,0,0,1,0, , , , ,1,1994,1,1994,1,1994,15
2017,Malawi,Chikhwawa,Lundu,Tomali,Tomali,,,Tomali VG,1950,1950, ,Afridev Handpump,1997,High Risk,Medium Risk,Basic Level of Service,High Priority,5,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,0,-10,0, , ,1,2,1,2,1,1,0,1,1,0,1,0, , , , ,1,1997,1,1997,1,1997,28
2017,Malawi,Chikhwawa,Masache,Konzere,Vega,,,Vega1,22,22, ,Afridev Handpump,2016,Low Risk,Low Risk,High Level of Service,Low Priority,8,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,1,1,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,Malawi,Chikhwawa,Katunga,Morgen,Morgen Ii,,,NSONDOLO,35,35, ,Afridev Handpump,2010,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,13,3,13, , ,1,1,1,1,1,1,1,1,0,1,1,1, , , , ,1,2010,1,2010,1,2010,0
2017,Malawi,Chikhwawa,Masache,Lombe,Ndampanga,,,PSC 21010,33,33, ,Afridev Handpump,2000,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,7,Consider Replacing Aging Components,"Well, Pump, Apron",Further Technical Diagnostic Needed , , ,3,-7,3, , ,1,1,2,1,1,1,1,1,0,1,1,1, , , , ,1,2000,1,2000,1,2000,0
